,age,male,educ,hhsize,hhveh,hhinc,auto_time,auto_cost,train_time,train_cost,active_time,mode
2772,37,0,6,4,2,10,6.316666666666666,5.242333333333333,27.75,2.191666666666667,28.26666666666667,0
2773,37,0,6,4,2,10,11.533333333333333,11.126666666666667,61.86666666666667,2.2916666666666665,66.74166666666667,0
2774,37,0,6,4,2,10,5.4,6.544,19.9,2.5083333333333333,15.466666666666667,0
2775,37,0,6,4,2,10,12.883333333333333,6.529,45.4,2.6666666666666665,44.71666666666667,1
2776,37,0,6,4,2,10,6.216666666666667,6.093999999999999,26.55,2.4583333333333335,32.0,0
2777,37,0,6,4,2,10,7.5,5.772333333333333,49.96666666666667,2.45,33.025,0
2778,60,1,6,2,2,10,20.65,18.92433333333333,100.16666666666667,0.3,245.90833333333333,0
2779,60,1,6,2,2,10,31.516666666666666,16.874333333333333,114.21666666666667,2.0,320.925,0
2780,60,1,6,2,2,10,16.166666666666668,12.629666666666667,104.01666666666667,2.0,105.11666666666667,0
2781,60,1,6,2,2,10,12.683333333333334,10.812,90.88333333333334,2.316666666666667,58.31666666666667,0
2782,60,1,6,2,2,10,12.716666666666667,9.697000000000001,97.6,2.3,58.400000000000006,0
2783,60,1,6,2,2,10,8.483333333333333,7.732666666666666,95.36666666666666,2.6083333333333334,43.641666666666666,0
2784,60,1,6,2,2,10,36.81666666666667,18.299333333333333,103.53333333333333,3.0716666666666668,207.53333333333333,0
2785,60,1,6,2,2,10,5.833333333333333,5.25,16.1,2.5,15.316666666666666,0
2786,60,1,6,2,2,10,1.2833333333333334,6.572333333333334,5.016666666666667,2.408333333333333,3.0666666666666664,2
2787,60,1,6,2,2,10,40.78333333333333,16.456000000000003,94.01666666666667,3.2583333333333333,143.38333333333333,0
2788,60,1,6,2,2,10,41.916666666666664,15.252666666666666,96.61666666666666,3.2583333333333333,149.625,0
2789,60,1,6,2,2,10,10.0,8.643333333333334,43.5,2.575,62.78333333333333,0
2790,38,0,6,1,1,5,16.4,11.253333333333334,32.85,2.3333333333333335,80.75833333333334,0
2791,38,0,6,1,1,5,8.766666666666667,5.705666666666667,25.566666666666666,2.558333333333333,17.508333333333333,0
2792,38,0,6,1,1,5,14.55,6.567333333333333,41.53333333333333,2.591666666666667,42.13333333333333,0
2793,63,1,6,2,1,8,13.016666666666667,6.5456666666666665,41.46666666666667,2.675,47.11666666666667,2
